ID,game,release,positive_reviews,negative_reviews,primary_genre,store_genres,publisher,developer,detected_technologies,all_time_peak,all_time_peak_date
125,Confabulation,2023-01-13,61,0,Indie (23),"Adventure (25), Casual (4), Indie (23)",Authogin,Authogin,Engine.Unity; SDK.UnityBurst; SDK.UnityHDRP; SDK.cURL,13,2023-02-19
126,Good Pizza Great Pizza,2023-01-06,1453,164,Simulation (28),"Casual (4), Indie (23), Simulation (28)",TapBlaze,TapBlaze,Engine.Cocos; SDK.Discord; SDK.OpenAL; SDK.Vorbis; SDK.cURL,145,2023-02-12
127,Lords of Infinity,2023-03-02,114,4,Indie (23),"Casual (4), Indie (23), RPG (3)",Hosted Games,Hosted Games,Container.Electron,270,2023-03-02
128,Apex Point,2023-03-05,604,57,Simulation (28),"Indie (23), Racing (9), Simulation (28), Early Access (70)",Apex Studio,Apex Studio,Engine.Unity; SDK.FMOD; SDK.NVIDIA_DLSS; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityHDRP; SDK.cURL,385,2023-03-19
129,Looking Up I See Only A Ceiling,2023-03-09,147,7,Adventure (25),"Adventure (25), Indie (23)",silver978,silver978,Engine.Godot,12,2023-03-09
130,Magic Tower & Maidens,2023-02-27,124,5,Casual (4),Casual (4),The Magic Tower Girl Studio,The Magic Tower Girl Studio,Engine.Unity; SDK.SteamworksNET; SDK.cURL,61,2023-02-27
131,Robolife2-Nova Duty,2023-03-11,313,24,Simulation (28),Simulation (28),Critical Bliss,Barance Studio,Engine.Unity; SDK.UnityURP; SDK.cURL,892,2023-03-11
132,Revenant,2023-03-29,74,1,Action (1),"Action (1), Free to Play (37), Indie (23)",Mayfly,Mayfly,Engine.Unity; SDK.FMOD; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,20,2023-03-30
133,Crafty Survivors,2023-03-15,198,12,Action (1),"Action (1), Early Access (70)",Flannel Bear Games,Flannel Bear Games,Engine.Unity; SDK.FMOD; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,374,2023-03-25
134,Emberfate: Tempest of Elements,2023-01-27,59,0,Indie (23),Indie (23),Wind Chimes Games Limited,Wind Chimes Games Limited,Engine.RenPy,21,2023-01-29
135,DIG - Deep In Galaxies,2023-03-08,73,1,Indie (23),"Action (1), Adventure (25), Indie (23)",🚀 Raiser Games,Molton Studio,Engine.GameMaker,40,2023-03-20
136,與經紀人戀愛是絕對禁止2,2023-03-12,264,19,Simulation (28),"Casual (4), Indie (23), RPG (3), Simulation (28)",Mango Party,樹懶叫工作室,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS,518,2023-03-13
138,Weird and Unfortunate Things Are Happening,2023-02-06,58,0,RPG (3),"Free to Play (37), Indie (23), RPG (3)",Sapphire Dream Games,Sapphire Dream Games,Engine.RPGMaker,29,2023-02-18
139,EVERSPACE™ 2,2023-04-06,5400,732,Action (1),"Action (1), Adventure (25), RPG (3), Simulation (28)",ROCKFISH Games,ROCKFISH Games,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_Ansel; SDK.NVIDIA_DLSS; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,9760,2023-04-09
141,Handyman Legend,2023-03-10,484,45,Indie (23),"Casual (4), Indie (23), RPG (3), Simulation (28)",SupaShinKen Studio,SupaShinKen Studio,Engine.Unity; SDK.SteamworksNET; SDK.cURL,1002,2023-03-10
142,觅光：第一章 - Seeking Light : Chapter 1,2023-03-25,56,0,RPG (3),"Casual (4), Free to Play (37), Indie (23), RPG (3), Simulation (28)",Eternal Dream,莓莓动物园,SDK.Greenworks; SDK.NWJS; SDK.NodeJS,28,2023-03-29
143,Postmouse,2023-01-30,482,45,Adventure (25),"Adventure (25), Free to Play (37), Indie (23)",The Animation Workshop,Critters Collective,Engine.Unreal; SDK.FMOD; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,123,2023-02-12
144,Horny Warp,2023-02-17,210,14,Adventure (25),"Adventure (25), Casual (4)",IlluminatiGames,IlluminatiGames,Engine.Unity; SDK.cURL,218,2023-02-18
145,Corsair`s Madness Prologue: Jungle`s Island,2023-02-03,69,1,Action (1),"Action (1), Adventure (25), Indie (23)",ManyDev Studio,Old Prawn,Engine.GameMaker,46,2023-02-03
146,Backfirewall_,2023-01-30,178,11,Adventure (25),"Adventure (25), Casual (4), Indie (23)",All in! Games,Naraven Games,Engine.Unity; SDK.FMOD; SDK.UnityURP; SDK.cURL,86,2023-01-31
150,Drawing From Memory,2023-02-08,147,8,Casual (4),"Casual (4), Indie (23)",Lekker spelen,Lekker spelen,Engine.Unity; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,134,2023-02-08
152,Temple Of Snek,2023-02-15,134,7,Action (1),"Action (1), Adventure (25), Indie (23)",Pixeljam,Aetheric Games,Engine.Unreal; SDK.CEF; SDK.Intel_OID; SDK.NVIDIA_Nsight_Aftermath; SDK.Vorbis; SDK.XAudio2,21,2021-08-18
153,我在终点线等你,2023-03-24,66,1,RPG (3),"Adventure (25), Casual (4), Indie (23), RPG (3)",DreaMory,DreaMory,Engine.Unity; SDK.SteamworksNET,22,2023-03-24
154,上古传说,2023-04-02,219,16,Action (1),"Action (1), Free to Play (37), RPG (3)",上古传说,上古传说,SDK.CEF,126,2023-04-09
155,9 Childs Street,2023-02-16,235,18,Indie (23),Indie (23),N4bA,N4bA,Engine.Unity; SDK.Steam_Audio; SDK.UnityHDRP; SDK.UnityURP; SDK.cURL,30,2023-02-20
156,KOP KILLER 22XX,2023-03-07,51,0,Early Access (70),"Action (1), Indie (23), Early Access (70)",Morningstar Game Studio,Morningstar Game Studio,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.cURL,6,2023-03-09
157,Souls of White Star,2023-03-30,88,3,Indie (23),"Adventure (25), Indie (23), RPG (3), Strategy (2), Early Access (70)",IndieArk,Souls of Star Game Lab.,Engine.Unity; SDK.SteamworksNET; SDK.Wwise,86,2023-04-05
158,Organs Please,2023-04-05,150,9,Strategy (2),"Indie (23), RPG (3), Simulation (28), Strategy (2)",HeroCraft PC,TECHHOME,Engine.Unity; SDK.FMOD; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,62,2022-11-17
159,Selene ~Apoptosis~,2023-02-17,1527,192,Adventure (25),Adventure (25),Nupu Neko Dev,Viscum key,Engine.RenPy,704,2023-02-19
160,Ash of Gods: The Way Prologue,2023-03-09,250,20,Strategy (2),"Indie (23), Strategy (2)",AurumDust,AurumDust,Engine.Unity; SDK.FMOD,747,2023-03-09
161,Zero-G Gunfight,2023-02-17,50,0,Indie (23),Indie (23),First Peoples Digital,Devil's Cider Games,Engine.Unity,6,2023-03-16
162,In Sink: A Co-Op Escape Prologue,2023-02-25,1167,142,Casual (4),"Casual (4), Free to Play (37), Strategy (2)",Clock Out Games,Clock Out Games,Engine.Unity; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,1323,2023-02-28
163,Tower Escape,2023-02-15,213,16,Indie (23),"Casual (4), Indie (23), Strategy (2)",Final Screw,Final Screw,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,283,2023-02-19
166,Fateweaver: The Alchemist's Quandary,2023-02-27,49,0,RPG (3),"Adventure (25), Casual (4), Indie (23), RPG (3), Simulation (28)",Randumb Studios,Randumb Studios,Engine.RPGMaker; SDK.NWJS; SDK.NodeJS,8,2023-02-27
168,Girl & Gem Magic,2023-03-31,211,16,Casual (4),"Casual (4), Indie (23), Strategy (2)",Twilight Sonata Studio,Twilight Sonata Studio,Engine.Unity; SDK.SteamworksNET,85,2023-03-31
170,Relic Dudes,2023-02-03,173,12,Action (1),"Action (1), Early Access (70)",Sad Socket,Achenar Studios,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,86,2023-02-03
171,Let's Pet Pets,2023-01-17,61,1,Casual (4),"Casual (4), Indie (23), Simulation (28), Early Access (70)",Mathew Kelly,Mathew Kelly,Engine.Unity; SDK.SteamworksNET; SDK.cURL,12,2023-02-02
172,Final Profit: A Shop RPG,2023-03-06,73,2,Indie (23),"Adventure (25), Indie (23), RPG (3), Simulation (28), Strategy (2)",Brent Arnold,Brent Arnold,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS,34,2023-03-26
173,The Farmer Was Replaced,2023-02-10,47,0,Simulation (28),"Casual (4), Indie (23), Simulation (28), Strategy (2), Early Access (70)",Timon Herzog,Timon Herzog,Engine.Unity; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,23,2023-02-20
174,ARK and ADE,2023-03-02,72,2,Action (1),"Action (1), Indie (23)",Beyond Frames,Castello Inc,Engine.Unreal; SDK.CEF; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.Wwise; SDK.XAudio2; SDK.iZotope,13,2021-10-26
176,Gone Rogue,2023-03-01,83,3,Adventure (25),"Action (1), Adventure (25), Indie (23), RPG (3)",AskaLot Games,AskaLot Games,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst,59,2023-03-12
177,Nebula,2023-01-25,82,3,Action (1),"Action (1), Indie (23)",JuTek Pixel,JuTek Pixel,Engine.Unity,67,2023-02-02
178,Nebula,2023-01-25,82,3,Action (1),"Action (1), Indie (23), Early Access (70)",Szekretar,Szekretar,Engine.Unity,3,2016-06-02
179,Nebula,2016-06-02,4,0,Action (1),"Action (1), Indie (23)",JuTek Pixel,JuTek Pixel,Engine.Unity,67,2023-02-02
180,Nebula,2016-06-02,4,0,Action (1),"Action (1), Indie (23), Early Access (70)",Szekretar,Szekretar,Engine.Unity,3,2016-06-02
181,The Space-Eating Croc,2023-03-04,59,1,Indie (23),"Adventure (25), Casual (4), Indie (23)",PsychoFlux Entertainment,Chalkseagull,Engine.RPGMaker,12,2022-10-28
182,Super Cakeboy,2023-03-16,46,0,Action (1),"Action (1), Free to Play (37), Indie (23)",Suits & Sandals,Suits &amp; Sandals,Engine.GameMaker; SDK.OpenAL,23,2023-03-26
183,东方雪莲华 ～ Abyss Soul Lotus.,2023-02-02,309,29,Indie (23),"Action (1), Indie (23)",雨夜枫雪制作组,雨夜枫雪制作组,Engine.Unity; SDK.SteamworksNET; SDK.cURL,290,2023-02-03
184,Crush the Industry,2023-03-31,70,2,Strategy (2),"Indie (23), RPG (3), Simulation (28), Strategy (2), Early Access (70)",Cognoggin Games,Cognoggin Games,Engine.Unity; SDK.SteamworksNET; SDK.cURL,112,2023-04-01
185,Robo Maestro,2023-01-20,58,1,Indie (23),Indie (23),Joost van Dongen,Joost van Dongen,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,12,2023-01-22
186,Powerful Courses,2023-03-06,45,0,Simulation (28),"Casual (4), Indie (23), RPG (3), Simulation (28), Sports (18), Strategy (2)",General Script Studio,Serhii Khramov,SDK.OpenAL,7,2023-03-10
188,WooLoop,2023-01-13,829,101,Casual (4),"Casual (4), Indie (23), Simulation (28)",ToastieLabs,ToastieLabs,Engine.Unity; SDK.Discord; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,404,2023-01-21
189,8-Bit Adventures 2,2023-01-31,100,5,RPG (3),"Adventure (25), Indie (23), RPG (3)",Critical Games,Critical Games,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS,64,2023-02-04
190,POOSTALL Royale,2023-04-01,572,65,Free to Play (37),"Action (1), Free to Play (37)",Running With Scissors,RWS C Team,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_Nsight_Aftermath; SDK.Vorbis; SDK.XAudio2,164,2023-04-03
191,Deceive Inc.,2023-03-21,1419,190,Action (1),"Action (1), Indie (23), Strategy (2)",Tripwire Presents,Sweet Bandits Studios,AntiCheat.EasyAntiCheat; Engine.Unreal; SDK.EpicOnlineServices; SDK.Intel_OID; SDK.Intel_XeSS; SDK.NVIDIA_APEX; SDK.NVIDIA_DLSS; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.Wwise; SDK.XAudio2,2310,2023-04-09
192,Waves of Steel,2023-02-06,278,26,Indie (23),"Action (1), Indie (23), Simulation (28)",TMA Games LLC,TMA Games LLC,Engine.Unity,112,2023-02-12
193,Methods: The Canada Files,2023-02-01,56,1,Indie (23),"Indie (23), Early Access (70)",LockedOn Games,LockedOn Games,Engine.RenPy,19,2023-02-02
194,Brave Soldier - Invasion of Cyborgs,2023-02-03,43,0,Indie (23),"Action (1), Adventure (25), Indie (23)",JM Neto Game Dev,JM Neto Game Dev,SDK.NWJS; SDK.NodeJS,6,2023-02-03
195,Breakers Collection,2023-01-12,67,2,Action (1),"Action (1), Casual (4)",QUByte Interactive,QUByte Interactive,Engine.Unity,78,2023-01-12
196,Loretta,2023-02-16,135,9,Adventure (25),"Adventure (25), Casual (4), Indie (23)",DANGEN Entertainment,Yakov Butuzoff,Engine.GameMaker,48,2023-04-01
197,Evacuation,2023-01-06,584,68,Action (1),"Action (1), Adventure (25), Free to Play (37)",SMRC,Evac Dev. Team,Engine.Source; SDK.Bink_Video; SDK.CEF; SDK.Miles_Sound_System; SDK.SDL,119,2023-01-07
198,Unbreakable Vr Runner,2023-03-06,55,1,Indie (23),"Action (1), Adventure (25), Indie (23), Sports (18)",Miikka Åsnabrygg,Miikka Åsnabrygg,Engine.Unity; SDK.OpenVR; SDK.Vorbis,5,2016-07-04
199,Terraformers,2023-03-09,1435,195,Strategy (2),Strategy (2),Goblinz Publishing,Asteroid Lab,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.cURL,1853,2023-03-12
200,Vengeful Guardian: Moonrider,2023-01-12,226,20,Action (1),"Action (1), Indie (23)",The Arcade Crew,JoyMasher,SDK.Greenworks,103,2023-01-12
201,江城创业记,2023-03-31,334,34,Early Access (70),"Indie (23), RPG (3), Simulation (28), Early Access (70)",BD Games,iFAction Studio,SDK.SteamworksNET,1126,2023-04-05
202,LOUD,2023-02-23,42,0,Action (1),"Action (1), Casual (4)",Hyperstrange,Hyperstrange,Engine.Unity; SDK.FMOD; SDK.UnityBurst,28,2023-04-12
203,Girl Fantasy,2023-02-10,385,41,Casual (4),"Casual (4), Indie (23), RPG (3)",Muli Game,Muli Game,Engine.Unity,170,2023-02-10
204,Atomic Heart,2023-02-20,17536,2941,RPG (3),"Action (1), Adventure (25), RPG (3)",Focus Entertainment,Mundfish,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_DLSS; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.Wwise; SDK.XAudio2,38469,2023-02-21
205,Pocky & Rocky Reshrined,2023-02-24,65,2,Action (1),Action (1),NatsumeAtari,NatsumeAtari,Engine.Unity,34,2023-02-25
206,Elle: Portal,2023-02-17,114,7,Indie (23),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23)",L. Stotch,L. Stotch,SDK.Greenworks; SDK.NWJS; SDK.NodeJS,46,2023-02-19
207,STRANGER OF PARADISE FINAL FANTASY ORIGIN,2023-04-06,454,51,Action (1),"Action (1), Adventure (25), RPG (3)",Square Enix,Square Enix,SDK.AMD_GPU_Services; SDK.NVIDIA_DLSS,2544,2023-04-09
208,Garden in!,2023-01-26,131,9,Casual (4),"Casual (4), Indie (23)",Bonus Stage Publishing,Dramatic Iceberg,Engine.Unreal; SDK.CEF; SDK.FMOD; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenXR; SDK.Vorbis; SDK.XAudio2,63,2023-01-26
209,Fears to Fathom - Episode 3,2023-01-09,627,76,Indie (23),"Adventure (25), Casual (4), Indie (23)",Rayll,Rayll,Engine.Unity; SDK.UnityBurst; SDK.cURL,383,2023-01-09
210,Tails: The Backbone Preludes,2023-02-02,113,7,Indie (23),"Adventure (25), Indie (23)",Raw Fury,Eggnut,Engine.Unreal; SDK.FMOD; SDK.Intel_OID; SDK.NVIDIA_Nsight_Aftermath; SDK.Vorbis; SDK.XAudio2,55,2023-02-02
211,Breakout 13,2023-01-09,4041,625,Adventure (25),"Adventure (25), Indie (23), RPG (3)",ALT Lab,ALT Lab,SDK.NWJS; SDK.NodeJS,11996,2023-02-02
212,PARANOIA PLACE,2023-02-13,205,18,Early Access (70),"Action (1), Adventure (25), Indie (23), Simulation (28), Early Access (70)",Bloody Pixel,Bloody Pixel,Engine.Unity; SDK.SteamworksNET; SDK.cURL,68,2023-02-20
213,Half-Life 2: VR Mod - Episode Two,2023-04-06,94,5,Action (1),"Action (1), Adventure (25)",Source VR Mod Team,Source VR Mod Team,Engine.Source; SDK.Bink_Video; SDK.CEF; SDK.Miles_Sound_System; SDK.OpenVR; SDK.SDL; SDK.SteamworksNET,113,2023-04-07
214,Barbaria,2023-02-09,84,4,Action (1),"Action (1), Indie (23), RPG (3), Strategy (2)",Stalwart Games LLC,Stalwart Games LLC,Engine.Unity; SDK.OculusXRPlugin; SDK.OpenVR; SDK.UnityBurst,13,2023-02-19
217,Into The Flames,2023-01-10,755,97,Simulation (28),"Action (1), Casual (4), Indie (23), Simulation (28)",PlayWay S.A.,Fully Involved Game Studios,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,212,2023-01-11
218,Children of Silentown,2023-01-11,365,40,Adventure (25),"Adventure (25), Indie (23)",Daedalic Entertainment,Elf Games,Engine.Unity; SDK.SteamworksNET,285,2023-01-13
219,Have a Nice Death,2023-03-22,5917,959,Action (1),"Action (1), Indie (23)",Gearbox Publishing,Magic Design Studios,Engine.Unity; SDK.Discord; SDK.FMOD; SDK.UnityURP; SDK.cURL,2510,2023-03-26
220,See You Later,2023-02-14,51,1,Indie (23),"Casual (4), Indie (23), RPG (3)",琉璃花糖制作组,琉璃花糖制作组,Engine.RenPy,10,2023-02-14
221,Misericorde: Volume One,2023-03-24,39,0,Indie (23),"Adventure (25), Casual (4), Indie (23)",XEECEE,XEECEE,Engine.RenPy,17,2023-03-25
222,Miniland Adventure: Prologue,2023-03-13,303,32,Free to Play (37),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23), Simulation (28)",Gameparic,Imilkowski Dev,Engine.Unity; SDK.UnityURP,525,2023-03-15
223,Future Radio,2023-02-17,142,11,Adventure (25),Adventure (25),NekoNyan Ltd.,Laplacian,Engine.Unity; SDK.UnityBurst,97,2023-02-18
224,Conjury Revell,2023-02-07,125,9,Action (1),"Action (1), Free to Play (37)",SMU Guildhall,SMU Guildhall,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,25,2023-02-11
225,Rising Front,2023-01-14,860,115,Casual (4),"Action (1), Casual (4), Simulation (28), Strategy (2), Early Access (70)",Sandstorm Studios Inc.,Sandstorm Studios Inc.,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst,663,2023-01-14
226,West Hunt,2023-03-23,662,85,Casual (4),"Casual (4), Indie (23)",Wandering Wizard,NewGen,Engine.Unity; SDK.Discord; SDK.Photon; SDK.UnityURP; SDK.cURL,449,2022-10-02
227,Zombie Admin,2023-01-13,49,1,Action (1),"Action (1), Indie (23)",Hastily Assembled,Hastily Assembled,Engine.Unity; SDK.UnityBurst,8,2023-01-15
228,My Girlfriend’s Special Place,2023-03-13,49,1,Adventure (25),Adventure (25),Sekai Project,feng,Engine.KiriKiri; SDK.Vorbis,15,2023-03-14
229,A War of a Madman's Making,2023-01-15,37,0,Indie (23),"Adventure (25), Indie (23), Early Access (70)",Witching Metal Prod.,Witching Metal Prod.,Engine.RenPy,10,2023-01-18
230,Helpless,2023-03-10,88,5,Casual (4),"Adventure (25), Casual (4), Free to Play (37)",CNM,Bonne Journée Studio,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.Wwise; SDK.XAudio2; SDK.iZotope,34,2023-03-13
231,Siege of Dungeon,2023-01-12,155,13,Early Access (70),"Adventure (25), RPG (3), Strategy (2), Early Access (70)",firepillar2,Binary Tree Studio,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.cURL,95,2023-01-18
232,GunSuit Guardians,2023-03-31,59,2,Action (1),"Action (1), Casual (4), Indie (23), RPG (3), Early Access (70)",Matt Glanville,Matt Glanville,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.cURL,85,2023-04-06
233,Diary of Lucie,2023-02-24,296,32,Indie (23),"Action (1), Adventure (25), Indie (23), RPG (3), Strategy (2)",Parange Project,Parange Project,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS,156,2023-03-06
235,Phantom Tentacle,2023-03-31,337,38,Adventure (25),"Adventure (25), RPG (3)",LSP GAME,LSP GAME,Engine.Unity; SDK.UnityURP,19,2022-07-15
236,TitTok Kitty,2023-02-14,36,0,Indie (23),"Casual (4), Indie (23)",Siberian Mouse,Siberian Mouse,Engine.GameMaker,6,2023-02-14
240,Life After Magic,2023-03-23,36,0,Indie (23),"Casual (4), Indie (23)",Chirashi Games,Team Starlight,Engine.RenPy,16,2023-03-25
241,Flashback,2023-02-20,153,13,Indie (23),"Casual (4), Indie (23), Strategy (2)",Renka,Renka,Engine.Unity; SDK.SteamworksNET; SDK.cURL,119,2023-02-21
242,Flashback,2023-02-20,153,13,Adventure (25),"Action (1), Adventure (25)",Microids,Paul Cuisset,Engine.Unity,41,2020-05-06
244,Flashback,2019-02-28,326,77,Indie (23),"Casual (4), Indie (23), Strategy (2)",Renka,Renka,Engine.Unity; SDK.SteamworksNET; SDK.cURL,119,2023-02-21
245,Flashback,2019-02-28,326,77,Adventure (25),"Action (1), Adventure (25)",Microids,Paul Cuisset,Engine.Unity,41,2020-05-06
247,Flashback,2013-10-01,275,200,Indie (23),"Casual (4), Indie (23), Strategy (2)",Renka,Renka,Engine.Unity; SDK.SteamworksNET; SDK.cURL,119,2023-02-21
248,Flashback,2013-10-01,275,200,Adventure (25),"Action (1), Adventure (25)",Microids,Paul Cuisset,Engine.Unity,41,2020-05-06
250,銀斧 The Honest Elf,2023-03-05,58,2,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3)",Milk Bottle Studio,The Island Games,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP,17,2023-03-06
251,Swords and Sandals Immortals,2023-03-09,652,86,RPG (3),"RPG (3), Strategy (2)",eGames.com,Whiskeybarrel Studios,Engine.Godot,326,2023-03-12
252,Ogu and the Secret Forest,2023-03-24,120,9,Adventure (25),"Adventure (25), Early Access (70)",Sinkhole Studio,Moonlab Studio,Engine.Unity; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,235,2023-03-24
253,Neptunia: Sisters VS Sisters,2023-01-24,374,44,Action (1),"Action (1), RPG (3)",Idea Factory International,Idea Factory,Engine.Unity; SDK.CRIWARE; SDK.UnityBurst,417,2023-01-24
254,The Missing Parts of Maria Gwozdek,2023-02-10,57,2,Adventure (25),"Adventure (25), Free to Play (37), Indie (23)",Senokos Games,Senokos Games,Engine.RenPy,12,2023-02-18
255,LoFi Hotel,2023-02-04,35,0,Casual (4),Casual (4),Enchant Games,Enchant Games,Engine.Unity; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,6,2023-02-05
256,Physical Layer,2023-03-16,35,0,Indie (23),"Action (1), Indie (23)",Phoenixx Inc.,RaStar Studio,Engine.Unity; SDK.SteamworksNET; SDK.cURL,43,2023-03-16
257,Broken Universe - Tower Defense,2023-02-05,210,21,Strategy (2),"Casual (4), Indie (23), Strategy (2)",Jinthree Studio,Jinthree Studio,Engine.Unity,387,2023-02-07
258,Dread Templar,2023-01-26,837,117,Action (1),"Action (1), Indie (23)",Fulqrum Publishing,T19 Games,Engine.Unity; SDK.UnityBurst; SDK.UnityURP,159,2023-01-29
259,YOLKED,2023-04-06,46,1,Action (1),"Action (1), Adventure (25), Simulation (28)",Hitcents,HardBoiled Studios,Engine.Unity; SDK.FMOD; SDK.SteamworksNET,8,2021-11-14
261,DESTRUCTURE: Among Debris,2023-02-27,46,1,Action (1),"Action (1), Casual (4), Indie (23)",RockGame S.A.,Team Instant Defeat,Engine.Unity; SDK.UnityURP; SDK.Wwise,15,2023-02-27
262,Rich Lady's Slave Role Play,2023-03-16,75,4,RPG (3),"RPG (3), Simulation (28)",Playmeow,Asami,Engine.Unity,68,2023-03-16
263,Absinthia,2023-03-13,34,0,RPG (3),"Adventure (25), Indie (23), RPG (3)",Team Bewitched,Joshua Keith,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS; SDK.Vorbis,12,2023-03-13
264,XXX_CYBERRAT_XXX,2023-02-20,74,4,Indie (23),"Indie (23), Simulation (28), Strategy (2)",Small Indie Studio,Small Indie Studio,Engine.Unreal; SDK.CEF; SDK.Intel_OID; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,37,2023-03-22
265,Netherguild,2023-03-27,45,1,Strategy (2),"Indie (23), RPG (3), Strategy (2), Early Access (70)",David Vinokurov,David Vinokurov,Engine.Unity; SDK.Discord,21,2023-03-29
